,img_name,img_path,object_path
4051,008044.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008044.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008044.npy
4052,008048.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008048.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008048.npy
4053,008049.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008049.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008049.npy
4054,008051.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008051.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008051.npy
4055,008053.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008053.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008053.npy
4056,008057.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008057.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008057.npy
4057,008060.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008060.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008060.npy
4058,008061.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008061.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008061.npy
4059,008062.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008062.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008062.npy
4060,008063.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008063.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008063.npy
4061,008064.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008064.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008064.npy
4062,008067.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008067.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008067.npy
4063,008068.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008068.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008068.npy
4064,008069.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008069.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008069.npy
4065,008072.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008072.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008072.npy
4066,008075.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008075.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008075.npy
4067,008076.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008076.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008076.npy
4068,008079.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008079.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008079.npy
4069,008082.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008082.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008082.npy
4070,008083.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008083.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008083.npy
4071,008084.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008084.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008084.npy
4072,008085.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008085.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008085.npy
4073,008086.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008086.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008086.npy
4074,008087.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008087.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008087.npy
4075,008091.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008091.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008091.npy
4076,008093.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008093.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008093.npy
4077,008095.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008095.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008095.npy
4078,008096.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008096.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008096.npy
4079,008098.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008098.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008098.npy
4080,008100.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008100.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008100.npy
4081,008101.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008101.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008101.npy
4082,008103.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008103.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008103.npy
4083,008105.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008105.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008105.npy
4084,008106.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008106.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008106.npy
4085,008107.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008107.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008107.npy
4086,008108.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008108.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008108.npy
4087,008112.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008112.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008112.npy
4088,008115.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008115.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008115.npy
4089,008116.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008116.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008116.npy
4090,008117.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008117.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008117.npy
4091,008121.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008121.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008121.npy
4092,008122.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008122.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008122.npy
4093,008125.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008125.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008125.npy
4094,008127.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008127.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008127.npy
4095,008130.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008130.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008130.npy
4096,008132.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008132.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008132.npy
4097,008137.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008137.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008137.npy
4098,008138.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008138.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008138.npy
4099,008139.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008139.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008139.npy
4100,008140.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008140.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008140.npy
4101,008141.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008141.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008141.npy
4102,008142.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008142.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008142.npy
4103,008144.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008144.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008144.npy
4104,008150.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008150.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008150.npy
4105,008151.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008151.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008151.npy
4106,008159.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008159.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008159.npy
4107,008160.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008160.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008160.npy
4108,008163.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008163.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008163.npy
4109,008164.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008164.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008164.npy
4110,008166.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008166.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008166.npy
4111,008168.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008168.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008168.npy
4112,008169.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008169.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008169.npy
4113,008171.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008171.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008171.npy
4114,008173.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008173.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008173.npy
4115,008174.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008174.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008174.npy
4116,008175.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008175.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008175.npy
4117,008177.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008177.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008177.npy
4118,008180.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008180.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008180.npy
4119,008186.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008186.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008186.npy
4120,008188.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008188.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008188.npy
4121,008189.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008189.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008189.npy
4122,008190.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008190.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008190.npy
4123,008191.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008191.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008191.npy
4124,008197.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008197.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008197.npy
4125,008199.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008199.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008199.npy
4126,008200.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008200.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008200.npy
4127,008202.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008202.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008202.npy
4128,008203.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008203.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008203.npy
4129,008204.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008204.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008204.npy
4130,008208.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008208.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008208.npy
4131,008209.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008209.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008209.npy
4132,008211.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008211.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008211.npy
4133,008213.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008213.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008213.npy
4134,008216.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008216.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008216.npy
4135,008218.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008218.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008218.npy
4136,008220.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008220.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008220.npy
4137,008222.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008222.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008222.npy
4138,008223.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008223.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008223.npy
4139,008224.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008224.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008224.npy
4140,008225.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008225.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008225.npy
4141,008226.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008226.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008226.npy
4142,008229.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008229.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008229.npy
4143,008232.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008232.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008232.npy
4144,008235.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008235.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008235.npy
4145,008236.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008236.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008236.npy
4146,008241.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008241.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008241.npy
4147,008244.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008244.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008244.npy
4148,008248.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008248.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008248.npy
4149,008250.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008250.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008250.npy
4150,008251.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008251.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008251.npy
4151,008252.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008252.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008252.npy
4152,008253.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008253.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008253.npy
4153,008254.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008254.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008254.npy
4154,008258.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008258.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008258.npy
4155,008260.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008260.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008260.npy
4156,008261.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008261.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008261.npy
4157,008262.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008262.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008262.npy
4158,008263.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008263.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008263.npy
4159,008268.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008268.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008268.npy
4160,008269.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008269.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008269.npy
4161,008272.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008272.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008272.npy
4162,008275.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008275.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008275.npy
4163,008279.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008279.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008279.npy
4164,008280.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008280.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008280.npy
4165,008281.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008281.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008281.npy
4166,008282.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008282.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008282.npy
4167,008284.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008284.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008284.npy
4168,008285.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008285.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008285.npy
4169,008292.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008292.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008292.npy
4170,008293.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008293.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008293.npy
4171,008294.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008294.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008294.npy
4172,008295.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008295.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008295.npy
4173,008296.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008296.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008296.npy
4174,008297.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008297.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008297.npy
4175,008299.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008299.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008299.npy
4176,008300.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008300.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008300.npy
4177,008301.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008301.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008301.npy
4178,008302.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008302.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008302.npy
4179,008306.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008306.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008306.npy
4180,008307.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008307.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008307.npy
4181,008310.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008310.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008310.npy
4182,008311.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008311.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008311.npy
4183,008312.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008312.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008312.npy
4184,008313.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008313.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008313.npy
4185,008315.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008315.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008315.npy
4186,008316.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008316.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008316.npy
4187,008317.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008317.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008317.npy
4188,008318.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008318.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008318.npy
4189,008319.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008319.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008319.npy
4190,008320.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008320.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008320.npy
4191,008322.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008322.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008322.npy
4192,008323.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008323.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008323.npy
4193,008326.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008326.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008326.npy
4194,008327.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008327.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008327.npy
4195,008329.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008329.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008329.npy
4196,008332.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008332.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008332.npy
4197,008335.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008335.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008335.npy
4198,008336.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008336.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008336.npy
4199,008338.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008338.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008338.npy
4200,008341.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008341.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008341.npy
4201,008342.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008342.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008342.npy
4202,008345.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008345.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008345.npy
4203,008346.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008346.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008346.npy
4204,008349.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008349.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008349.npy
4205,008351.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008351.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008351.npy
4206,008355.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008355.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008355.npy
4207,008359.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008359.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008359.npy
4208,008360.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008360.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008360.npy
4209,008364.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008364.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008364.npy
4210,008365.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008365.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008365.npy
4211,008368.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008368.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008368.npy
4212,008370.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008370.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008370.npy
4213,008372.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008372.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008372.npy
4214,008374.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008374.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008374.npy
4215,008376.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008376.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008376.npy
4216,008381.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008381.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008381.npy
4217,008384.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008384.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008384.npy
4218,008385.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008385.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008385.npy
4219,008386.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008386.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008386.npy
4220,008387.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008387.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008387.npy
4221,008388.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008388.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008388.npy
4222,008390.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008390.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008390.npy
4223,008391.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008391.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008391.npy
4224,008397.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008397.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008397.npy
4225,008398.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008398.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008398.npy
4226,008403.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008403.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008403.npy
4227,008409.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008409.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008409.npy
4228,008410.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008410.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008410.npy
4229,008413.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008413.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008413.npy
4230,008415.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008415.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008415.npy
4231,008416.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008416.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008416.npy
4232,008422.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008422.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008422.npy
4233,008423.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008423.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008423.npy
4234,008424.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008424.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008424.npy
4235,008425.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008425.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008425.npy
4236,008426.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008426.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008426.npy
4237,008427.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008427.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008427.npy
4238,008429.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008429.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008429.npy
4239,008430.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008430.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008430.npy
4240,008433.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008433.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008433.npy
4241,008434.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008434.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008434.npy
4242,008437.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008437.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008437.npy
4243,008438.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008438.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008438.npy
4244,008442.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008442.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008442.npy
4245,008443.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008443.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008443.npy
4246,008444.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008444.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008444.npy
4247,008445.jpg,F:\VOCdevkit\VOC2007\JPEGImages\008445.jpg,F:\VOCdevkit\VOC2007\Annotations_array/008445.npy
